"sheet","conditions","val","date","dpi","plate","note","A","B","norm","irregular"
"Rx61","Rx61 + SRE2",23.593008,"13.08.2026","4","1","","Rx61","SRE2",0.164140547887424,FALSE
"Rx61","Rx61 + SRE2",48.747361,"13.08.2026","4","1","","Rx61","SRE2",0.34423119419758,FALSE
"Rx61","Rx61 + SRE12",55.872691,"13.08.2026","4","1","","Rx61","SRE12",0.395244443668681,FALSE
"Rx61","Rx61 + SRE12",73.05365,"13.08.2026","4","1","","Rx61","SRE12",0.518250191840312,FALSE
"Rx61","Rx61 + PTO",33.187115,"13.08.2026","4","1","","Rx61","PTO",0.232828815496565,FALSE
"Rx61","Rx61 + PTO",57.764072,"13.08.2026","4","1","","Rx61","PTO",0.408785639767374,FALSE
"Rx61","Rx61 + PTO",3.085092,"13.08.2026","4","1","","Rx61","PTO",0.0173157081901204,FALSE
"Rx62","Rx62 + SRE2",154.021988,"21.07.2026","5","5","","Rx62","SRE2",0.920316316271593,FALSE
"Rx62","Rx62 + SRE2",68.567722,"21.07.2026","5","5","","Rx62","SRE2",0.404651842207017,FALSE
"Rx62","Rx62 + SRE2",163.83993,"21.07.2026","5","5","","Rx62","SRE2",0.97956161945899,FALSE
"Rx62","Rx62 + SRE2",32.478012,"21.07.2026","5","5","","Rx62","SRE2",0.186872412373835,FALSE
"Rx62","Rx62 + SRE2",130.082894,"21.07.2026","5","5","","Rx62","SRE2",0.775858457174278,FALSE
"Rx62","Rx62 + SRE2",104.226929,"31.07.2026","4","2","irregular","Rx62","SRE2",0.714618643163489,TRUE
"Rx62","Rx62 + SRE2",15.539334,"31.07.2026","4","2","irregular","Rx62","SRE2",0.00306179125403032,TRUE
"Rx62","Rx62 + SRE2",20.316188,"31.07.2026","4","2","irregular","Rx62","SRE2",0.0413873676130589,TRUE
"Rx62","Rx62 + PvxCP",51.626209,"21.07.2026","5","5","","Rx62","PvxCP",0.302420124588576,FALSE
"Rx62","Rx62 + PvxCP",55.378848,"21.07.2026","5","5","","Rx62","PvxCP",0.325065016492383,FALSE
"Rx62","Rx62 + PvxCP",139.195251,"21.07.2026","5","5","","Rx62","PvxCP",0.83084598441948,FALSE
"Rx62","Rx62 + PvxCP",57.952726,"21.07.2026","5","5","","Rx62","PvxCP",0.340596803345206,FALSE
"Rx62","Rx62 + PvxCP",71.907872,"21.07.2026","5","5","","Rx62","PvxCP",0.424807614103142,FALSE
"Rx62","Rx62 + PvxCP",18.858548,"31.07.2026","4","2","irregular","Rx62","PvxCP",0.0296924543659774,TRUE
"Rx62","Rx62 + PvxCP",27.363464,"31.07.2026","4","2","irregular","Rx62","PvxCP",0.0979289563786251,TRUE
"Rx62","Rx62 + PvxCP",15.448563,"31.07.2026","4","2","irregular","Rx62","PvxCP",0.00233351886142938,TRUE
"Rx62","Rx62 + AvrSr35",9.700967,"21.07.2026","5","5","","Rx62","AvrSr35",0.049426811581124,FALSE
"Rx62","Rx62 + AvrSr35",125.974494,"21.07.2026","5","5","","Rx62","AvrSr35",0.75106676420898,FALSE
"Rx62","Rx62 + AvrSr35",99.262533,"21.07.2026","5","5","","Rx62","AvrSr35",0.589876340780635,FALSE
"Rx62","Rx62 + AvrSr35",80.476913,"21.07.2026","5","5","","Rx62","AvrSr35",0.476516560038068,FALSE
"Rx62","Rx62 + AvrSr35",102.637643,"21.07.2026","5","5","","Rx62","AvrSr35",0.610243074994467,FALSE
"Rx62","Rx62 + SRE12",108.055189,"21.07.2026","5","5","","Rx62","SRE12",0.642934667112415,FALSE
"Rx62","Rx62 + SRE12",57.801451,"21.07.2026","5","5","","Rx62","SRE12",0.339683950810563,FALSE
"Rx62","Rx62 + SRE12",51.85686,"21.07.2026","5","5","","Rx62","SRE12",0.303811962962186,FALSE
"Rx62","Rx62 + SRE12",147.931618,"21.07.2026","5","5","","Rx62","SRE12",0.883564640902821,FALSE
"Rx62","Rx62 + SRE12",75.141821,"21.07.2026","5","5","","Rx62","SRE12",0.44432252761532,FALSE
"Rx62","Rx62 + SRE12",22.734115,"31.07.2026","4","2","irregular","Rx62","SRE12",0.060786839706838,TRUE
"Rx62","Rx62 + SRE12",46.152421,"31.07.2026","4","2","irregular","Rx62","SRE12",0.248676206809558,TRUE
"Rx62","Rx62 + SRE12",15.495083,"31.07.2026","4","2","irregular","Rx62","SRE12",0.00270675735944962,TRUE
"Rx62","Rx62 + PTO",152.80277,"21.07.2026","5","5","","Rx62","PTO",0.912959077854262,FALSE
"Rx62","Rx62 + PTO",149.005497,"21.07.2026","5","5","","Rx62","PTO",0.890044846931903,FALSE
"Rx62","Rx62 + PTO",157.686675,"21.07.2026","5","5","","Rx62","PTO",0.94243047139717,FALSE
"Rx62","Rx62 + PTO",132.736148,"21.07.2026","5","5","","Rx62","PTO",0.791869229866068,FALSE
"Rx62","Rx62 + PTO",162.762093,"21.07.2026","5","5","","Rx62","PTO",0.973057529309385,FALSE
"Rx63","Rx63 + SRE2",60.705145,"21.07.2026","5","5","","Rx63","SRE2",0.357205976444187,FALSE
"Rx63","Rx63 + SRE2",48.209103,"21.07.2026","5","5","","Rx63","SRE2",0.281799970080281,FALSE
"Rx63","Rx63 + SRE2",134.135224,"21.07.2026","5","5","","Rx63","SRE2",0.800311801822819,FALSE
"Rx63","Rx63 + SRE2",107.536939,"21.07.2026","5","5","","Rx63","SRE2",0.639807343852931,FALSE
"Rx63","Rx63 + SRE2",91.476913,"21.07.2026","5","5","","Rx63","SRE2",0.542894863664365,FALSE
"Rx63","Rx63 + SRE2",66.803328,"31.07.2026","4","2","irregular","Rx63","SRE2",0.414362223822366,TRUE
"Rx63","Rx63 + SRE2",18.94289,"31.07.2026","4","2","irregular","Rx63","SRE2",0.0303691457116357,TRUE
"Rx63","Rx63 + SRE2",15.765507,"31.07.2026","4","2","irregular","Rx63","SRE2",0.00487641874355597,TRUE
"Rx63","Rx63 + PvxCP",85.855321,"21.07.2026","5","5","","Rx63","PvxCP",0.508971978151714,FALSE
"Rx63","Rx63 + PvxCP",94.703826,"21.07.2026","5","5","","Rx63","PvxCP",0.562367319199787,FALSE
"Rx63","Rx63 + PvxCP",121.955585,"21.07.2026","5","5","","Rx63","PvxCP",0.72681509495003,FALSE
"Rx63","Rx63 + PvxCP",151.437555,"21.07.2026","5","5","","Rx63","PvxCP",0.904720836419246,FALSE
"Rx63","Rx63 + PvxCP",146.261434,"21.07.2026","5","5","","Rx63","PvxCP",0.873486097206114,FALSE
"Rx63","Rx63 + AvrSr35",134.899956,"21.07.2026","5","5","","Rx63","AvrSr35",0.804926493903614,FALSE
"Rx63","Rx63 + AvrSr35",103.644679,"21.07.2026","5","5","","Rx63","AvrSr35",0.616319924209977,FALSE
"Rx63","Rx63 + AvrSr35",127.913588,"21.07.2026","5","5","","Rx63","AvrSr35",0.762768016053701,FALSE
"Rx63","Rx63 + AvrSr35",129.881706,"21.07.2026","5","5","","Rx63","AvrSr35",0.774644410069736,FALSE
"Rx63","Rx63 + AvrSr35",98.355101,"21.07.2026","5","5","","Rx63","AvrSr35",0.58440054107007,FALSE
"Rx63","Rx63 + SRE12",114.290237,"21.07.2026","5","5","","Rx63","SRE12",0.680559386136827,FALSE
"Rx63","Rx63 + SRE12",136.372471,"21.07.2026","5","5","","Rx63","SRE12",0.813812225518549,FALSE
"Rx63","Rx63 + SRE12",154.290457,"21.07.2026","5","5","","Rx63","SRE12",0.92193636325307,FALSE
"Rx63","Rx63 + SRE12",158.167326,"21.07.2026","5","5","","Rx63","SRE12",0.945330907580468,FALSE
"Rx63","Rx63 + SRE12",140.796174,"21.07.2026","5","5","","Rx63","SRE12",0.8405065801446,FALSE
"Rx63","Rx63 + PTO",142.308047,"21.07.2026","5","5","","Rx63","PTO",0.849629813329909,FALSE
"Rx63","Rx63 + PTO",134.676781,"21.07.2026","5","5","","Rx63","PTO",0.803579768638906,FALSE
"Rx63","Rx63 + PTO",138.573219,"21.07.2026","5","5","","Rx63","PTO",0.827092399968455,FALSE
"Rx63","Rx63 + PTO",144.719437,"21.07.2026","5","5","","Rx63","PTO",0.864181084019128,FALSE
"Rx63","Rx63 + PTO",146.32124,"21.07.2026","5","5","","Rx63","PTO",0.873846990008539,FALSE
"Rx66","Rx66 + SRE20(2)",146.668426,"17.07.2026","4","7","","Rx66","SRE20(2)",0.844027741434144,FALSE
"Rx66","Rx66 + SRE20(2)",135.888303,"17.07.2026","4","7","","Rx66","SRE20(2)",0.78195535405228,FALSE
"Rx66","Rx66 + SRE20(2)",136.710202,"17.07.2026","4","7","","Rx66","SRE20(2)",0.786687881975827,FALSE
"Rx66","Rx66 + AvrSr35",111.551231,"17.07.2026","4","7","","Rx66","AvrSr35",0.641821502061508,FALSE
"Rx66","Rx66 + AvrSr35",126.509675,"17.07.2026","4","7","","Rx66","AvrSr35",0.727952831972857,FALSE
"Rx66","Rx66 + AvrSr35",106.368734,"17.07.2026","4","7","","Rx66","AvrSr35",0.611980473217092,FALSE
"Rx66","Rx66 + PvxCP",115.818162,"17.07.2026","4","7","","Rx66","PvxCP",0.666390664580682,FALSE
"Rx66","Rx66 + PvxCP",145.262533,"17.07.2026","4","7","","Rx66","PvxCP",0.835932552268543,FALSE
"Rx66","Rx66 + PvxCP",126.578496,"17.07.2026","4","7","","Rx66","PvxCP",0.728349106094405,FALSE
"Rx66","Rx66 + SRE12",132.434916,"17.07.2026","4","7","","Rx66","SRE12",0.762070611026297,FALSE
"Rx66","Rx66 + SRE12",124.812665,"17.07.2026","4","7","","Rx66","SRE12",0.718181379262076,FALSE
"Rx66","Rx66 + SRE12",114.05343,"17.07.2026","4","7","","Rx66","SRE12",0.656229265835123,FALSE
"Rx66","Rx66 + PTO",150.181179,"17.07.2026","4","8","","Rx66","PTO",0.864254316306509,FALSE
"Rx66","Rx66 + PTO",141.948549,"17.07.2026","4","8","","Rx66","PTO",0.816850497395394,FALSE
"Rx66","Rx66 + PTO",173.756157,"17.07.2026","4","8","","Rx66","PTO",1,FALSE
"Rx67","Rx67 + SRE20",136.122032,"17.07.2026","4","7","","Rx67","SRE20",0.783301175155655,FALSE
"Rx67","Rx67 + SRE20",129.62423,"17.07.2026","4","7","","Rx67","SRE20",0.745886566539904,FALSE
"Rx67","Rx67 + SRE20",134.251539,"17.07.2026","4","7","","Rx67","SRE20",0.77253080026373,FALSE
"Rx67","Rx67 + SRE20",113.082555,"11.08.2026","3","3","","Rx67","SRE20",0.725855966935484,FALSE
"Rx67","Rx67 + SRE20",137.285566,"11.08.2026","3","3","","Rx67","SRE20",0.88148285303774,FALSE
"Rx67","Rx67 + SRE20",155.71729,"11.08.2026","3","3","","Rx67","SRE20",1,FALSE
"Rx67","Rx67 + AvrSr35",113.382586,"17.07.2026","4","7","","Rx67","AvrSr35",0.652366518755076,FALSE
"Rx67","Rx67 + AvrSr35",129.912709,"17.07.2026","4","7","","Rx67","AvrSr35",0.74754764037362,FALSE
"Rx67","Rx67 + AvrSr35",106.465919,"17.07.2026","4","7","","Rx67","AvrSr35",0.6125400684061,FALSE
"Rx67","Rx67 + PvxCP",143.259235,"17.07.2026","4","7","","Rx67","PvxCP",0.824397480776565,FALSE
"Rx67","Rx67 + PvxCP",145.281223,"17.07.2026","4","7","","Rx67","PvxCP",0.836040170049914,FALSE
"Rx67","Rx67 + PvxCP",124.777704,"17.07.2026","4","7","","Rx67","PvxCP",0.717980072399877,FALSE
"Rx67","Rx67 + PvxCP",97.524922,"11.08.2026","3","3","","Rx67","PvxCP",0.625819406240136,FALSE
"Rx67","Rx67 + PvxCP",114.650052,"11.08.2026","3","3","","Rx67","PvxCP",0.735935071435525,FALSE
"Rx67","Rx67 + SRE12",131.443272,"17.07.2026","4","7","","Rx67","SRE12",0.75636068447788,FALSE
"Rx67","Rx67 + SRE12",150.362797,"17.07.2026","4","7","","Rx67","SRE12",0.865300080149048,FALSE
"Rx67","Rx67 + SRE12",130.208004,"17.07.2026","4","7","","Rx67","SRE12",0.749247961012997,FALSE
"Rx67","Rx67 + SRE12",152.082814,"11.08.2026","3","3","","Rx67","SRE12",0.976630090260531,FALSE
"Rx67","Rx67 + PTO",129.248901,"17.07.2026","4","8","","Rx67","PTO",0.743725406868197,FALSE
"Rx67","Rx67 + PTO",127.469877,"17.07.2026","4","8","","Rx67","PTO",0.733481714204427,FALSE
"Rx67","Rx67 + PTO",125.516931,"17.07.2026","4","8","","Rx67","PTO",0.72223657157963,FALSE
"Rx67","RxWT + PvxCP",0.372906,"11.08.2026","3","2","","RxWT","PvxCP",0.00112582044469531,FALSE
"Rx67","RxWT + PvxCP",0.391379,"11.08.2026","3","2","","RxWT","PvxCP",0.00124460299893896,FALSE
"Rx67","RxWT + PvxCP",0.419458,"11.08.2026","3","2","","RxWT","PvxCP",0.00142515273859181,FALSE
"Rx67","RxWT + PvxCP",0.391379,"11.08.2026","3","2","","RxWT","PvxCP",0.00124460299893896,FALSE
"Rx67","RxWT + PvxCP",0.478571,"11.08.2026","3","2","","RxWT","PvxCP",0.00180525305413365,FALSE
"Rx68","Rx68 + SRE20",0.197819,"11.08.2026","3","3","irregular","Rx68","SRE20",0,TRUE
"Rx68","Rx68 + SRE20",39.752077,"11.08.2026","3","3","","Rx68","SRE20",0.254336371810318,FALSE
"Rx68","Rx68 + SRE20",0.209242,"11.08.2026","3","3","irregular","Rx68","SRE20",7.34506099239498e-05,TRUE
"Rx68","Rx68 + SRE20",31.238318,"11.08.2026","3","3","","Rx68","SRE20",0.199592364868577,FALSE
"Rx68","Rx68 + SRE20",0.207425,"11.08.2026","3","3","irregular","Rx68","SRE20",6.17671854092148e-05,TRUE
"Rx68","Rx68 + PvxCP",42.774922,"11.08.2026","3","3","","Rx68","PvxCP",0.273773455672313,FALSE
"Rx68","Rx68 + PvxCP",0.365005,"11.08.2026","3","3","irregular","Rx68","PvxCP",0.00107501651674214,TRUE
"Rx68","Rx68 + PvxCP",3.204829,"11.08.2026","3","3","irregular","Rx68","PvxCP",0.0193352638140082,TRUE
"Rx68","Rx68 + PvxCP",1.308671,"11.08.2026","3","3","","Rx68","PvxCP",0.00714284837041402,FALSE
"Rx68","Rx68 + SRE12",104.900312,"11.08.2026","3","3","","Rx68","SRE12",0.67324362876723,FALSE
"Rx68","Rx68 + SRE12",0.362669,"11.08.2026","3","3","irregular","Rx68","SRE12",0.00105999588951791,TRUE
"Rx68","Rx68 + SRE12",101.26298,"11.08.2026","3","3","","Rx68","SRE12",0.649855354767764,FALSE
"Rx68","Rx68 + PTO",5.509865,"11.08.2026","3","3","","Rx68","PTO",0.034156790566758,FALSE
"Rx68","Rx68 + PTO",22.305815,"11.08.2026","3","3","","Rx68","PTO",0.142155807615884,FALSE
"Rx68","Rx68 + PTO",0.500519,"11.08.2026","3","3","irregular","Rx68","PTO",0.00194638007738594,TRUE
"Rx68","Rx68 + PTO",0.42134,"11.08.2026","3","3","irregular","Rx68","PTO",0.00143725411720311,TRUE
"Rx188","Rx188 + SRE9",63.286865,"03.08.2026","4","11","","Rx188","SRE9",0.357619596366851,FALSE
"Rx188","Rx188 + SRE9",77.351611,"03.08.2026","4","11","","Rx188","SRE9",0.439101434160122,FALSE
"Rx188","Rx188 + SRE9",85.758984,"03.08.2026","4","11","","Rx188","SRE9",0.48780819381675,FALSE
"Rx188","Rx188 + SRE12",109.242875,"03.08.2026","4","11","","Rx188","SRE12",0.623858329184772,FALSE
"Rx188","Rx188 + SRE12",94.595415,"03.08.2026","4","11","","Rx188","SRE12",0.539000631804142,FALSE
"Rx188","Rx188 + SRE12",139.516419,"03.08.2026","4","11","","Rx188","SRE12",0.799243224271781,FALSE
"Rx188","Rx188 + PTO",123.51487,"03.08.2026","4","11","","Rx188","PTO",0.706540830637437,FALSE
"Rx188","Rx188 + PTO",156.111214,"03.08.2026","4","11","","Rx188","PTO",0.895382492937037,FALSE
"Rx188","Rx188 + PTO",174.169455,"03.08.2026","4","11","","Rx188","PTO",1,FALSE
"Rx190","Rx190 + SRE9",90.664808,"03.08.2026","4","11","","Rx190","SRE9",0.516229294020787,FALSE
"Rx190","Rx190 + SRE9",70.321871,"03.08.2026","4","11","","Rx190","SRE9",0.398375769124375,FALSE
"Rx190","Rx190 + SRE9",112.000929,"03.08.2026","4","11","","Rx190","SRE9",0.639836670254926,FALSE
"Rx190","Rx190 + SRE12",54.893123,"03.08.2026","4","11","","Rx190","SRE12",0.308991805710514,FALSE
"Rx190","Rx190 + SRE12",85.800186,"03.08.2026","4","11","","Rx190","SRE12",0.48804689095929,FALSE
"Rx190","Rx190 + SRE12",109.982962,"03.08.2026","4","11","","Rx190","SRE12",0.628145903868802,FALSE
"Rx190","Rx190 + PTO",47.171004,"03.08.2026","4","11","","Rx190","PTO",0.264254954595084,FALSE
"Rx190","Rx190 + PTO",70.829306,"03.08.2026","4","11","","Rx190","PTO",0.401315511965136,FALSE
"Rx190","Rx190 + PTO",108.534696,"03.08.2026","4","11","","Rx190","PTO",0.619755608353084,FALSE
"Sr35-59","Sr35-59 + SRE2",1.682143,"03.08.2026","4","6","","Sr35-59","SRE2",0.000722574173665536,FALSE
"Sr35-59","Sr35-59 + SRE2",1.615385,"03.08.2026","4","6","","Sr35-59","SRE2",0.000335822466425097,FALSE
"Sr35-59","Sr35-59 + SRE2",5.203022,"03.08.2026","4","6","","Sr35-59","SRE2",0.021120218863995,FALSE
"Sr35-59","Sr35-59 + AvrSr35",1.575,"03.08.2026","4","6","","Sr35-59","AvrSr35",0.000101858481630687,FALSE
"Sr35-59","Sr35-59 + AvrSr35",1.565934,"03.08.2026","4","6","","Sr35-59","AvrSr35",4.93360726633448e-05,FALSE
"Sr35-59","Sr35-59 + AvrSr35",116.001923,"03.08.2026","4","6","","Sr35-59","AvrSr35",0.663015783771789,FALSE
"Sr35-59","Sr35-59 + SRE12",1.558516,"03.08.2026","4","6","","Sr35-59","SRE12",6.36108593052548e-06,FALSE
"Sr35-59","Sr35-59 + SRE12",2.29533,"03.08.2026","4","6","","Sr35-59","SRE12",0.00427497417228209,FALSE
"Sr35-59","Sr35-59 + SRE12",103.498077,"03.08.2026","4","6","","Sr35-59","SRE12",0.590576768409262,FALSE
"Sr35-59","Sr35-59 + PTO",1.559615,"03.08.2026","4","6","","Sr35-59","PTO",1.2727965199785e-05,FALSE
"Sr35-59","Sr35-59 + PTO",3.632143,"03.08.2026","4","6","","Sr35-59","PTO",0.0120195847060191,FALSE
"Sr35-59","Sr35-59 + PTO",6.299451,"03.08.2026","4","6","","Sr35-59","PTO",0.0274722034593683,FALSE
"Sr35-60","Sr35-60 + SRE2",2.007967,"03.08.2026","4","6","","Sr35-60","SRE2",0.00261018297350839,FALSE
"Sr35-60","Sr35-60 + SRE2",1.662912,"03.08.2026","4","6","","Sr35-60","SRE2",0.000611162476461592,FALSE
"Sr35-60","Sr35-60 + SRE2",1.981593,"03.08.2026","4","6","","Sr35-60","SRE2",0.00245738945772362,FALSE
"Sr35-60","Sr35-60 + AvrSr35",1.557418,"03.08.2026","4","6","","Sr35-60","AvrSr35",0,FALSE
"Sr35-60","Sr35-60 + AvrSr35",37.148901,"03.08.2026","4","6","","Sr35-60","AvrSr35",0.206193517083632,FALSE
"Sr35-60","Sr35-60 + AvrSr35",48.477473,"03.08.2026","4","6","","Sr35-60","AvrSr35",0.27182377205826,FALSE
"Sr35-60","Sr35-60 + SRE12",82.201374,"03.08.2026","4","6","","Sr35-60","SRE12",0.467197754001362,FALSE
"Sr35-60","Sr35-60 + SRE12",35.123626,"03.08.2026","4","6","","Sr35-60","SRE12",0.194460412978036,FALSE
"Sr35-60","Sr35-60 + SRE12",116.578297,"03.08.2026","4","6","","Sr35-60","SRE12",0.666354913591571,FALSE
"Sr35-60","Sr35-60 + PTO",4.476099,"03.08.2026","4","6","","Sr35-60","PTO",0.0169089076910668,FALSE
"Sr35-60","Sr35-60 + PTO",4.903846,"03.08.2026","4","6","","Sr35-60","PTO",0.0193869909547502,FALSE
"Sr35-60","Sr35-60 + PTO",1.798901,"03.08.2026","4","6","","Sr35-60","PTO",0.00139899281763299,FALSE
"Sr35-61","Sr35-61 + SRE2",30.929859,"13.08.2026","3","1","","Sr35-61","SRE2",0.216668165611136,FALSE
"Sr35-61","Sr35-61 + SRE2",65.60664,"13.08.2026","3","1","","Sr35-61","SRE2",0.464933899269471,FALSE
"Sr35-61","Sr35-61 + SRE2",63.271768,"13.08.2026","3","1","","Sr35-61","SRE2",0.448217563630408,FALSE
"Sr35-61","Sr35-61 + AvrSr35",14.506816,"13.08.2026","3","1","","Sr35-61","AvrSr35",0.0990886584678008,FALSE
"Sr35-61","Sr35-61 + AvrSr35",74.432938,"13.08.2026","3","1","","Sr35-61","AvrSr35",0.528125097681374,FALSE
"Sr35-61","Sr35-61 + AvrSr35",67.293316,"13.08.2026","3","1","","Sr35-61","AvrSr35",0.477009525740795,FALSE
"Sr35-61","Sr35-61 + SRE12",64.547493,"13.08.2026","3","1","","Sr35-61","SRE12",0.457351018176586,FALSE
"Sr35-61","Sr35-61 + SRE12",81.80365,"13.08.2026","3","1","","Sr35-61","SRE12",0.580895140617721,FALSE
"Sr35-61","Sr35-61 + SRE12",101.098945,"13.08.2026","3","1","","Sr35-61","SRE12",0.719038313980006,FALSE
"Sr35-61","Sr35-61 + PTO",36.671064,"13.08.2026","3","1","","Sr35-61","PTO",0.257771879113491,FALSE
"Sr35-61","Sr35-61 + PTO",56.083553,"13.08.2026","3","1","","Sr35-61","PTO",0.396754093861722,FALSE
"Sr35-61","Sr35-61 + PTO",51.742304,"13.08.2026","3","1","","Sr35-61","PTO",0.365673257149152,FALSE
"Sr35-190","Sr35-190 + SRE9",25.598336,"08.08.2026","4","2","irregular","Sr35-190","SRE9",0.130586905533052,TRUE
"Sr35-190","Sr35-190 + SRE9",90.450832,"08.08.2026","4","2","irregular","Sr35-190","SRE9",0.650913539660056,TRUE
"Sr35-190","Sr35-190 + SRE9",43.945915,"08.08.2026","4","2","irregular","Sr35-190","SRE9",0.277793792149248,TRUE
"Sr35-190","Sr35-190 + AvrSr35",70.621407,"08.08.2026","4","2","irregular","Sr35-190","AvrSr35",0.491817458501918,TRUE
"Sr35-190","Sr35-190 + AvrSr35",61.634266,"08.08.2026","4","2","irregular","Sr35-190","AvrSr35",0.419711539449013,TRUE
"Sr35-190","Sr35-190 + AvrSr35",69.361195,"08.08.2026","4","2","irregular","Sr35-190","AvrSr35",0.481706485005285,TRUE
"Sr35-190","Sr35-190 + SRE12",61.795764,"08.08.2026","4","2","irregular","Sr35-190","SRE12",0.421007275402773,TRUE
"Sr35-190","Sr35-190 + SRE12",36.673601,"08.08.2026","4","2","irregular","Sr35-190","SRE12",0.219446328299365,TRUE
"Sr35-190","Sr35-190 + SRE12",38.883132,"08.08.2026","4","2","irregular","Sr35-190","SRE12",0.237173908564422,TRUE
"Sr35-190","Sr35-190 + PTO",81.065809,"08.08.2026","4","2","irregular","Sr35-190","PTO",0.575615320933139,TRUE
"Sr35-190","Sr35-190 + PTO",79.037065,"08.08.2026","4","2","irregular","Sr35-190","PTO",0.559338236747739,TRUE
"Sr35-190","Sr35-190 + PTO",68.615356,"08.08.2026","4","2","irregular","Sr35-190","PTO",0.475722445524821,TRUE
"Sr35-191","Sr35-191 + SRE9",49.719365,"08.08.2026","4","2","irregular","Sr35-191","SRE9",0.324115522091617,TRUE
"Sr35-191","Sr35-191 + SRE9",48.305598,"08.08.2026","4","2","irregular","Sr35-191","SRE9",0.312772541174586,TRUE
"Sr35-191","Sr35-191 + SRE9",9.322239,"08.08.2026","4","2","irregular","Sr35-191","SRE9",0,TRUE
"Sr35-191","Sr35-191 + AvrSr35",41.770045,"08.08.2026","4","2","irregular","Sr35-191","AvrSr35",0.26033628190326,TRUE
"Sr35-191","Sr35-191 + AvrSr35",55.737897,"08.08.2026","4","2","irregular","Sr35-191","AvrSr35",0.37240360182791,TRUE
"Sr35-191","Sr35-191 + AvrSr35",73.746974,"08.08.2026","4","2","irregular","Sr35-191","AvrSr35",0.516894608298102,TRUE
"Sr35-191","Sr35-191 + SRE12",26.803328,"08.08.2026","4","2","irregular","Sr35-191","SRE12",0.140254836147626,TRUE
"Sr35-191","Sr35-191 + SRE12",47.360061,"08.08.2026","4","2","irregular","Sr35-191","SRE12",0.30518627827034,TRUE
"Sr35-191","Sr35-191 + SRE12",94.69062,"08.08.2026","4","2","irregular","Sr35-191","SRE12",0.684930343260832,TRUE
"Sr35-191","Sr35-191 + PTO",91.712557,"08.08.2026","4","2","irregular","Sr35-191","PTO",0.661036652307007,TRUE
"Sr35-191","Sr35-191 + PTO",111.769667,"08.08.2026","4","2","irregular","Sr35-191","PTO",0.821959503088495,TRUE
"Sr35-191","Sr35-191 + PTO",87.334342,"08.08.2026","4","2","irregular","Sr35-191","PTO",0.625909216742547,TRUE
